Place_Id,Place_Name,Category,City,Rating,Price,Description,tags
188,Pantai Sadranan,Bahari,Yogyakarta,4.6,10000,"Pantai Sadranan Jogja adalah butiran intan permata tersembunyi yang tiba-tiba memunculkan diri, dari dalam tumpukan harta karun deretan pantai pantai indah di Jogja. Seperti halnya pantai-pantai lain di kawasan Selatan Jogja, Pantai Sadranan juga memiliki ciri khas pasir putih dengan karang koral di area sangaet dekat dengan bibir pantai. Pasir putih ini mengingatkan pada Pantai terkenal semacam Kuta di Bali dan Mandalika di Lombok. Namun pantai di gunung kidul ini punya kelebihan dari 2 pantai terkenal itu, yaitu terdapatnya koral karang di pantai. Selain itu, pantai ini juga masih terbilang sepi. Kedua kelebihan ini, membuat pengunjung benar-benar bisa menikmati keasrian pantai tanpa harus terganggu hiruk pikuknya manusia.",pantai sadran jogja adalah butir intan permata sembunyi yang tiba tiba muncul diri dari dalam tumpu harta karun deret pantai pantai indah di jogja seperti hal pantai pantai lain di kawasan selatan jogja pantai sadran juga milik ciri khas pasir putih dengan karang koral di area sangaet dekat dengan bibir pantai pasir putih ini ingat pada pantai kenal macam kuta di bal dan mandalika di lombok namun pantai di gunung kidul ini punya lebih dari 2 pantai kenal itu yaitu dapat koral karang di pantai selain itu pantai ini juga masih bilang sepi dua lebih ini buat unjung benar benar bisa nikmat asri pantai tanpa harus ganggu hiruk pikuknya manusia bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
189,Pantai Nguluran,Bahari,Yogyakarta,4.1,10000,"Di pantai Nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. Semua fasilitas itu adanya di atas tebing. Sekitar belasan meter dari permukaan air pantai. Spot favorit di resort pantai ini adalah teras kaca. Teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. Pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di IG, FB, atau media sosial lain. Apalagi jika foto diambil saat sunset. Saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. Sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. Sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. Namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola.",di pantai nguluran anda hanya bisa lihat hampar laut luas serta spot foto semua fasilitas itu ada di atas tebing sekitar bas meter dari muka air pantai spot favorit di resort pantai ini adalah teras kaca teras kaca ini dapat jadi spot selfie dengan latar belakang pantai unjung akan dapat foto yang sangat bagus dan indah untuk pajang di ig fb atau media sosial lain apalagi jika foto ambil saat sunset saat foto di teras kaca unjung akan rasa sensasi yang tegang sensasi tegang ini timbul akibat teras kaca yang tepat diri di atas pinggir laut sensasi yang timbul seperti jalan di atas utas tali pada tingi bas meter di atas air laut namun tidak perlu kuatir pihak kelola jamin lat para unjung panjang tidak langgar atur yang sudah di buat pihak kelola bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
190,Pantai Samas,Bahari,Yogyakarta,4.0,4000,"Pantai Samas (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ꦱꦩꦱ꧀, translit. Pasisir Samas) merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",pantai samas bahasa jawa translit pasisir samas rupa salah satu pantai yang ada di deret pantai belah timur pantai parangtritis lokasi pantai samas kurang lebih 14 km arah selatan kota bantul atau sekitar 35 km dari pusat kota yogyakarta tepat di desa srigading camat sanden kabupaten bantul daerah istimewa yogyakarta bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
191,Pantai Drini,Bahari,Yogyakarta,4.5,10000,"Pantai Drini adalah salah satu objek wisata yang terletak di Desa Banjarejo, Kecamatan Tanjungsari,Gunungkidul, Yogyakarta. Letaknya di sebelah timur Pantai Baron dan berjarak sekitar 1 km ke arah timur Pantai Sepanjang. Namun jarak sebenarnya yang harus ditempuh untuk sampai ke pantai ini sejauh 60 km atau sekitar 2-3 jam dari Kota Yogyakarta. Infrastruktur menuju ke Pantai Drini cukup mulus, walaupun jalan masuk untuk sampai ke pantai ini cukup terjal dan berkelok-kelok. Pantai Drini merupakan pantai yang langsung berhadapan dengan Samudra Hindia. Pantai ini memiliki lereng pantai yang cukup curam sekitar 10 derajat dan merupakan bagian dari Wonosari yang didominasi oleh batuan karst dari Gunung Sewu. Pantai ini belum banyak terjamah oleh wisatawan lokal maupun asing, karena letaknya yang berada di daerah terpencil. Sehingga, Pantai Drini ini dikenal dengan nama Pantai Perawan. Sebutan ini digunakan oleh masyarakat setempat karena kondisi Pantai Drini yang masih bersih, udara yang sejuk, air yang terasa dingin ditambah dengan hamparan pasir putih yang mempesona dan aliran airnya yang tidak seganas Pantai Parangtritis Pantai ini memiliki sebuah tebing besar yang berada di tengah-tengah pantai dan membagi pantai ini menjadi dua sisi, yaitu sisi barat dan sisi timur . Tebing ini terlihat begitu indah sehingga membuatnya seolah-olah seperti pulau kecil yang terapung di tengah pantai. Di atas karang ini dibangun mercusuar dimana dari menaranya mata kita akan dimanjakan dengan pemandangan yang luar biasa indahnya.. Di pantai ini pengunjung juga dapat melihat dengan jelas rumput-rumput laut di antara karang-karang laut dan biota laut lainnya.",pantai drini adalah salah satu objek wisata yang letak di desa banjarejo camat tanjungsari gunungkidul yogyakarta letak di belah timur pantai baron dan jarak sekitar 1 km ke arah timur pantai panjang namun jarak benar yang harus tempuh untuk sampai ke pantai ini jauh 60 km atau sekitar 2 3 jam dari kota yogyakarta infrastruktur tuju ke pantai drini cukup mulus walaupun jalan masuk untuk sampai ke pantai ini cukup terjal dan kelok kelok pantai drini rupa pantai yang langsung hadap dengan samudra hindia pantai ini milik lereng pantai yang cukup curam sekitar 10 derajat dan rupa bagi dari wonosari yang dominasi oleh batu karst dari gunung sewu pantai ini belum banyak jamah oleh wisatawan lokal maupun asing karena letak yang ada di daerah pencil sehingga pantai drini ini kenal dengan nama pantai perawan sebut ini guna oleh masyarakat tempat karena kondisi pantai drini yang masih bersih udara yang sejuk air yang asa dingin tambah dengan hampar pasir putih yang pesona dan alir air yang tidak ganas pantai parangtritis pantai ini milik buah tebing besar yang ada di tengah tengah pantai dan bagi pantai ini jadi dua sisi yaitu sisi barat dan sisi timur tebing ini lihat begitu indah sehingga buat olah olah seperti pulau kecil yang apung di tengah pantai di atas karang ini bangun mercusuar mana dari menara mata kita akan manja dengan pandang yang luar biasa indah di pantai ini unjung juga dapat lihat dengan jelas rumput rumput laut di antara karang karang laut dan biota laut lain bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
192,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,4.4,15000,"Air Terjun Sri Gethuk merupakan salah satu objek wisata alam yang terletak di Kecamatan Playen, Kabupaten Gunungkidul, Yogyakarta. Air terjun ini berada di tepi Sungai Oyo sehingga untuk menikmatinya harus menyelusuri sungai dengan rakit. Sepanjang perjalanan akan disuguhi pemandangan berupa tebing tebing kapur dikanan-kiri dan rimbunnya pepohonan. Jika di musim kemarau, air sungai akan sangat jernih berwana kehijauan dan tenang.\nAir terjun Sri Gethuk ini memiliki 3 sumber mata air yaitu mata air Ngandong, Dong Poh, dan Ngumbul. Ketiga mata air ini berkumpul dan mengalir melalui tebing tinggi hingga membentuk air terjun Sri Gethuk. Air Terjun Sri Gethuk memiliki tinggi sekira 25 meter dengan 3-5 terjunan air terjun tergantung musim. Air yang tak pernah kering itu jatuh tak membuat kolam namun langsung merayapi bebatuan kapur yang rapi di tepi sungai. Air terjun ini sedang dalam tahap pengembangan untuk menjadi destinasi wisata andalan Kabupaten Gunungkidul selain dari pantai dan pegunungan karst.\nAir Terjun Sri Gethuk juga disebut sebagai Air Terjun Slempret. Nama Slempret sendiri berasal dari legenda yang ada di Desa Bleberan. Menurut cerita yang beredar di masyarakat, air tejun ini merupakan pusatnya para jin dengan pimpinan Jin Anggo Menduro. Air terjun ini bermula dari tiga sumber mata air yaitu Kedungpoh, Ngandong, dan Ngumbul. Ketiga sumber mata air tersebut mengalir menjadi satu dan membentuk butiran-butiran air yang jatuh dari tebing bebatuan karst yang tandus.",air terjun sri gethuk rupa salah satu objek wisata alam yang letak di camat playen kabupaten gunungkidul yogyakarta air terjun ini ada di tepi sungai oyo sehingga untuk nikmat harus selusur sungai dengan rakit panjang jalan akan suguh pandang upa tebing tebing kapur kan kiri dan rimbun pohon jika di musim kemarau air sungai akan sangat jernih wana hijau dan tenang nair terjun sri gethuk ini milik 3 sumber mata air yaitu mata air ngandong dong poh dan ngumbul tiga mata air ini kumpul dan alir lalu tebing tinggi hingga bentuk air terjun sri gethuk air terjun sri gethuk milik tinggi sekira 25 meter dengan 3 5 terjun air terjun gantung musim air yang tak pernah kering itu jatuh tak buat kolam namun langsung rayap bebatuan kapur yang rapi di tepi sungai air terjun ini sedang dalam tahap kembang untuk jadi destinasi wisata andal kabupaten gunungkidul selain dari pantai dan gunung karst nair terjun sri gethuk juga sebut bagai air terjun slempret nama slempret sendiri asal dari legenda yang ada di desa bleberan turut cerita yang edar di masyarakat air tejun ini rupa pusat para jin dengan pimpin jin anggo menduro air terjun ini mula dari tiga sumber mata air yaitu kedungpoh ngandong dan ngumbul tiga sumber mata air sebut alir jadi satu dan bentuk butir butir air yang jatuh dari tebing bebatuan karst yang tandus cagar alam cagar alam cagar alam cagar alam cagar alam yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
193,Candi Sewu,Budaya,Yogyakarta,4.6,50000,"Candi Sewu atau Manjusrighra (Hanacaraka:ꦕꦤ꧀ꦝꦶ​ꦱꦺꦮꦸ, Jawa: Candhi Sèwu) adalah candi Buddha yang dibangun pada abad ke-8 Masehi yang berjarak hanya delapan ratus meter di sebelah utara Candi Prambanan. Candi Sewu merupakan kompleks candi Buddha terbesar kedua setelah Candi Borobudur di Jawa Tengah. Candi Sewu berusia lebih tua daripada Candi Borobudur dan Prambanan. Meskipun aslinya memiliki 249 candi, oleh masyarakat setempat candi ini dinamakan ""Sewu"" yang berarti seribu dalam bahasa Jawa. Penamaan ini berdasarkan kisah legenda Loro Jonggrang.\nSecara administratif, kompleks Candi Sewu terletak di Dukuh Bener, Desa Bugisan, Kecamatan Prambanan, Kabupaten Klaten, Provinsi Jawa Tengah.",candi sewu atau manjusrighra hanacaraka jawa candhi s wu adalah candi buddha yang bangun pada abad ke 8 masehi yang jarak hanya delapan ratus meter di belah utara candi prambanan candi sewu rupa kompleks candi buddha besar dua telah candi borobudur di jawa tengah candi sewu usia lebih tua daripada candi borobudur dan prambanan meski asli milik 249 candi oleh masyarakat tempat candi ini nama sewu yang arti ribu dalam bahasa jawa nama ini dasar kisah legenda loro jonggrang nsecara administratif kompleks candi sewu letak di dukuh bener desa bugisan camat prambanan kabupaten klaten provinsi jawa tengah budaya budaya budaya budaya budaya yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
194,Pantai Wediombo,Bahari,Yogyakarta,4.5,5000,"Pantai Wediombo (O Jawa: Wedhiamba) adalah sebuah pantai yang berada di Desa Jepitu, Girisubo, Gunungkidul di dekat Pantai Siung, berjarak 80 km dari kota Yogyakarta. Pantai tersebut meliputi sebuah teluk yang dikelilingi pegunungan batu karang dan pasir putih. Di tengah laut, batu karang tampak menonjol. Tempat tersebut juga dipakai untuk selancar. Ketinggian ombak dapat mencapai 3-4 meter. Pantai Wediombo menghadap ke barat dan matahari berada di sisi selatan (pada November-Mei). Dari pantai ini, orang-orang dapat melihat matahari terbenam pada waktu sore. Selin untuk berselancar, Wediombo juga memiliki kolam alami sampai perairan tanpa ombak. Ada pula tempat untuk snorkeling. Wediombo masuk salah satu dari 13 tempat yang masuk Cagar Alam Dunia UNESCO Gunung Sewu.",pantai wediombo o jawa wedhiamba adalah buah pantai yang ada di desa jepitu girisubo gunungkidul di dekat pantai siung jarak 80 km dari kota yogyakarta pantai sebut liput buah teluk yang keliling gunung batu karang dan pasir putih di tengah laut batu karang tampak tonjol tempat sebut juga pakai untuk selancar tinggi ombak dapat capai 3 4 meter pantai wediombo hadap ke barat dan matahari ada di sisi selatan pada november mei dari pantai ini orang orang dapat lihat matahari benam pada waktu sore lin untuk selancar wediombo juga milik kolam alami sampai air tanpa ombak ada pula tempat untuk snorkeling wediombo masuk salah satu dari 13 tempat yang masuk cagar alam dunia unesco gunung sewu bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
195,Pantai Jogan,Bahari,Yogyakarta,4.4,5000,"Pantai Jogan adalah objek wisata pantai yang terletak di Dusun Duwet, Purwodadi, Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Lokasinya berjarak kurang lebih 74 km dari Pusat kota Yogyakarta. Pantai ini terletak di jajaran pegunungan Gunungkidul, yang memberikan pemandangan alam tebing dan air terjun yang mengarah ke laut lepas.",pantai jogan adalah objek wisata pantai yang letak di dusun duwet purwodadi tepus kabupaten gunungkidul daerah istimewa yogyakarta lokasi jarak kurang lebih 74 km dari pusat kota yogyakarta pantai ini letak di jajar gunung gunungkidul yang beri pandang alam tebing dan air terjun yang arah ke laut lepas bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
196,Pantai Ngrenehan,Bahari,Yogyakarta,4.4,3000,Pantai Ngrenehan merupakan\npantai nelayan. Terletak di desa Kanigoro\nKecamatan Saptosari kurang lebih 30 km di sebelah selatan kota Wonosari. Suatu pantai berupa teluk yang dikelilingi hamparan perbukitan kapur dan memiliki panorama yang sangat memukau dengan deburan ombak menerpa pasir putih. Para wisatawan dapat menyaksikan aktivitas kegiatan nelayan dan menikmati ikan siap saji atau membawa ikan segar sebagai oleh-oleh.,pantai ngrenehan rupa npantai nelayan letak di desa kanigoro nkecamatan saptosari kurang lebih 30 km di belah selatan kota wonosari suatu pantai upa teluk yang keliling hampar bukit kapur dan milik panorama yang sangat pukau dengan debur ombak terpa pasir putih para wisatawan dapat saksi aktivitas giat nelayan dan nikmat ikan siap saji atau bawa ikan segar bagai oleh oleh bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
197,Pantai Jungwok,Bahari,Yogyakarta,4.6,5000,"Pantai Jungwok adalah pantai yang terletak di Desa Jepitu, Kecamatan Girisubo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Pantai Jungwok merupakan salah satu pantai yang memiliki panorama yang indah dengan pasir putih yang khas dari pantai di Gunung Kidul. Pantai Jungwok terletak di sebelah Timur Pantai Wediombo dan di sebelah Barat Pantai Ngusalan. Jarak Pantai Jungwok dari Kota Wonosari sekitar 40 km. Akses jalan menuju Pantai Jungwook masih cukup sulit, itu dikarenakan jalan yang masih belum diaspal. Pantai Jungwok sering menjadi destinasi wisata karena tempatnya yang nyaman untuk berkemah.",pantai jungwok adalah pantai yang letak di desa jepitu camat girisubo kabupaten gunungkidul daerah istimewa yogyakarta pantai jungwok rupa salah satu pantai yang milik panorama yang indah dengan pasir putih yang khas dari pantai di gunung kidul pantai jungwok letak di belah timur pantai wediombo dan di belah barat pantai ngusalan jarak pantai jungwok dari kota wonosari sekitar 40 km akses jalan tuju pantai jungwook masih cukup sulit itu karena jalan yang masih belum aspal pantai jungwok sering jadi destinasi wisata karena tempat yang nyaman untuk kemah bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
198,Pantai Greweng,Bahari,Yogyakarta,4.6,5000,"Di Kabupaten Gunungkidul, tidak sulit memilih pantai yang masih sepi dan indah. Pantai Greweng yang berada di Kecamatan Girisubo adalah satu di antaranya. Tidak hanya cantik, pantai ini juga dikenal sebagai destinasi untuk berkemah. Namun, siapkan energi lebih untuk mencapai lokasinya yang terpencil.",di kabupaten gunungkidul tidak sulit pilih pantai yang masih sepi dan indah pantai greweng yang ada di camat girisubo adalah satu di antara tidak hanya cantik pantai ini juga kenal bagai destinasi untuk kemah namun siap energi lebih untuk capai lokasi yang pencil bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
199,Pantai Sedahan,Bahari,Yogyakarta,4.5,5000,"Pantai Sedahan ini memiliki garis pantai yang cukup panjang dan cukup luas untuk dijadikan sebagai arena bermain. Pada kedua sisi pantai, terdapat tebing karang yang mengapit pantai ini dan menjorok ke tengah laut. Pantai Sedahan mempunyai deburan ombak yang khas laut selatan dan hamparan pasir putih dengan butiran butiran yang halus. Air Biru kehijauan yang bening, segar, dan berkilauan teritampa cahaya matahari akan menghipnotis siapa pun untuk bermain air dan menceburkan diri di pantai tersebut. Tetapi pengunjung harus tetap berhati hati karena pantai selatan selalu berarus dan berombak kuat, maka para pengunjung tidak disarankan untuk berenang terlalu jauh dari daratan. Pantai Sedahan ini juga dikenal oleh banyak orang sebagai lokasi memancing yang menyenangkan. Banyak pengunjung yang rela dan menyempatkan datang jauh jauh hanya untuk memancing ikan di Pantai Sedahan ini.",pantai sedahan ini milik garis pantai yang cukup panjang dan cukup luas untuk jadi bagai arena main pada dua sisi pantai dapat tebing karang yang apit pantai ini dan jorok ke tengah laut pantai sedahan punya debur ombak yang khas laut selatan dan hampar pasir putih dengan butir butir yang halus air biru hijau yang bening segar dan kilau teritampa cahaya matahari akan hipnotis siapa pun untuk main air dan cebur diri di pantai sebut tetapi unjung harus tetap hati hati karena pantai selatan selalu arus dan ombak kuat maka para unjung tidak saran untuk renang terlalu jauh dari darat pantai sedahan ini juga kenal oleh banyak orang bagai lokasi pancing yang senang banyak unjung yang rela dan sempat datang jauh jauh hanya untuk pancing ikan di pantai sedahan ini bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
200,Pantai Watu Kodok,Bahari,Yogyakarta,4.6,5000,"Pantai Watu Kodok merupakan salah satu pantai yang ada di Gunung Kidul. Pantai Watu Kodok ini memiliki pasir putih dan air laut yang masih berwarna biru yang sangat indah. Di pantai ini terdapat beberapa batu karang yang terjal, batu tersebut menjadi daya tarik para wisatawan dan keunikan bagi pantai itu sendiri. Dan suasana pantai yang masih alami juga menjadikan pantai ini menjadi daya tariknya, tetapi pantai ini masih tergolong pantai baru jadi masih belum banyak wisatawan. Pantai Watu Kodok ini sangat cocok bagi Anda yang ingin menghabiskan waktu liburan bersama keluarga.",pantai watu kodok rupa salah satu pantai yang ada di gunung kidul pantai watu kodok ini milik pasir putih dan air laut yang masih warna biru yang sangat indah di pantai ini dapat beberapa batu karang yang terjal batu sebut jadi daya tarik para wisatawan dan uni bagi pantai itu sendiri dan suasana pantai yang masih alami juga jadi pantai ini jadi daya tarik tetapi pantai ini masih golong pantai baru jadi masih belum banyak wisatawan pantai watu kodok ini sangat cocok bagi anda yang ingin habis waktu libur sama keluarga bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
201,Pantai Kesirat,Bahari,Yogyakarta,4.6,5000,"Pada umumnya pantai identik dengan pasirnya bukan, namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini. Pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya, tempat ini juga sangat cocok untuk menikmati sunset. Keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee.. pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto. Keunikan lain yang menjadi ciri khas dari wisata Pantai Kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini. Banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka.",pada umum pantai identik dengan pasir bukan namun pantai sirat milik uni sendiri yang akan anda temu sini pantai sirat tidak milik pasir namun anda akan temu tebing tebing yang memeiliki struktur yang cantik kemudian anda kana nikmat pantai di atas tempat ini juga sangat cocok untuk nikmat sunset indah pantai ini buat semua orang tidak bisa lupa seperti janji mantan hehee pantai sirat milik spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka foto uni lain yang jadi ciri khas dari wisata pantai sirat adalah hadir buah pohon yang tampak diri kokoh yang jadi ikon dari tempat wisata ini banyak wisatawan yang manfaat pohon ini bagai latar belakang foto mereka bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
202,Pantai Ngandong,Bahari,Yogyakarta,4.5,10000,"Pantai Ngandong terletak di Desa Sidoarjo, Kecamatan Tepus, Kabupaten Gunung Kidul, Yogyakarta. Pantai ini sebenarnya tidak jauh dari Pantai Indrayanti yang lebih terkenal dahulu, tepatnya terletak di sebelah barat laut dari pantai Indrayanti. Pantai Ngandong termasuk pantai yang kecil namun mempunyai ciri khas tersendiri yang menjadi daya tarik bagi wisatawan. Meskipun demikian belum banyak wisatawan yang mengetahui destinasi wisata pantai ini. Pantai ini ramai penunjung ketika musim liburan, namun sepi ketika hari-hari biasa.",pantai ngandong letak di desa sidoarjo camat tepus kabupaten gunung kidul yogyakarta pantai ini benar tidak jauh dari pantai indrayanti yang lebih kenal dahulu tepat letak di belah barat laut dari pantai indrayanti pantai ngandong masuk pantai yang kecil namun punya ciri khas sendiri yang jadi daya tarik bagi wisatawan meski demikian belum banyak wisatawan yang tahu destinasi wisata pantai ini pantai ini ramai tunjung ketika musim libur namun sepi ketika hari hari biasa bahari bahari bahari bahari bahari yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
203,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,4.3,40000,"Galaxy Waterpark adalah taman rekreasi air yang berdiri di atas lahan seluas 2,5 hektar ini sangat cukup untuk menampung pengunjung di waktu liburan. Dengan lokasi yang sangat luas banyak wahana dan fasilitas yang bisa kamu nikmati. Di tempat ini juga tersedia beberapa kolam, dari kolam anak sampai kolam dewasa. Selain itu fasilitas yang disediakan pengelolapun juga terbilang lengkap untuk mendukung kenyamananmu saat berlibur.",galaxy waterpark adalah taman rekreasi air yang diri di atas lahan luas 2 5 hektar ini sangat cukup untuk tampung unjung di waktu libur dengan lokasi yang sangat luas banyak wahana dan fasilitas yang bisa kamu nikmat di tempat ini juga sedia beberapa kolam dari kolam anak sampai kolam dewasa selain itu fasilitas yang sedia kelola juga bilang lengkap untuk dukung nyaman saat libur taman hibur taman hibur taman hibur taman hibur taman hibur yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
204,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,4.4,0,"Desa Wisata Pulesari semakin menambah deretan profil desa wisata di Jogja yang lahir dari kesadaran masyarakat, atas potensi lokal yang dimiliki. Baik itu dari sisi ragam budaya, pesona alam sekitar, kazanah kuliner, maupun nilai sejarah, dan budaya yang ada. Semuanya dikemas dalam sebuah keseruan wisata. Lokasi Desa Wisata Pulesari berada di Kabupaten Sleman, Daerah Istimewa Yogyakarta (DIY), yang notabene sebagai kabupaten yang dianugerahi banyak sekali tempat wisata. Kehadiran Desa Wisata Pulesari seakan menjadi penambal dari puzle wisata yang belum lengkap. Dan inilah review Desa Wisata Pulosari sebagai referensi awal untuk menentukan lokasi liburan nanti.",desa wisata pulesari makin tambah deret profil desa wisata di jogja yang lahir dari sadar masyarakat atas potensi lokal yang milik baik itu dari sisi ragam budaya pesona alam sekitar kazanah kuliner maupun nilai sejarah dan budaya yang ada semua kemas dalam buah seru wisata lokasi desa wisata pulesari ada di kabupaten sleman daerah istimewa yogyakarta diy yang notabene bagai kabupaten yang anugerah banyak sekali tempat wisata hadir desa wisata pulesari akan jadi tambal dari puzle wisata yang belum lengkap dan ini review desa wisata pulosari bagai referensi awal untuk tentu lokasi libur nanti taman hibur taman hibur taman hibur taman hibur taman hibur yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
205,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,4.5,50000,"Desa Wisata Tembi, merupakan satu dari sekian desa wisata yang sukses menata kawasannya, sehingga menjadi sebuah kawasan yang layak untuk dikunjungi. Potensi alam, sejarah, serta potensi budaya yang dimiliki Desa Wisata Tembi memang sangat pas untuk dijadikan sebuah desa wisata. Apalagi jarak Desa Wisata Tembi tidak jauh dari pusat kota Jogja. Ternyata, pesona keindahan Desa Wisata Tembi tidak hanya terbatas pada dua hal tersebut saja. Dan inilah info lengkap Desa Wisata Tembi, sebagai referensi awal menentukan lokasi wisata saat liburan nanti. Lokasi Desa Wisata Tembi terletak satu arah menuju Parangtritis. Alamat Desa Wisata Tembi berada di Desa Tembi, Kecamatan Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",desa wisata tembi rupa satu dari sekian desa wisata yang sukses tata kawasan sehingga jadi buah kawasan yang layak untuk kunjung potensi alam sejarah serta potensi budaya yang milik desa wisata tembi memang sangat pas untuk jadi buah desa wisata apalagi jarak desa wisata tembi tidak jauh dari pusat kota jogja nyata pesona indah desa wisata tembi tidak hanya batas pada dua hal sebut saja dan ini info lengkap desa wisata tembi bagai referensi awal tentu lokasi wisata saat libur nanti lokasi desa wisata tembi letak satu arah tuju parangtritis alamat desa wisata tembi ada di desa tembi camat won kabupaten bantul daerah istimewa yogyakarta taman hibur taman hibur taman hibur taman hibur taman hibur yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
206,Wisata Kaliurang,Cagar Alam,Yogyakarta,4.4,8000,"Jogja selalu menarik untuk dikulik, terlebih tempat wisatanya. Berbagai wisata tersedia di Jogja, mulai dari wisata buatan hingga wisata alam. Seperti halnya Taman Wisata Kaliurang, yang memadukan unsur alam dengan taman rekreasi. Taman rekreasi ini berada di kawasan lereng Gunung Merapi. Bukan hal aneh jika objek wisata ini sangat sejuk. Menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat.",jogja selalu tarik untuk lik lebih tempat wisata bagai wisata sedia di jogja mulai dari wisata buat hingga wisata alam seperti hal taman wisata kaliurang yang madu unsur alam dengan taman rekreasi taman rekreasi ini ada di kawasan lereng gunung rapi bukan hal aneh jika objek wisata ini sangat sejuk habis waktu untuk libur di sini rupa pilih yang tepat cagar alam cagar alam cagar alam cagar alam cagar alam yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
207,Heha Sky View,Taman Hiburan,Yogyakarta,4.4,15000,"HeHa Sky View adalah salah satu tempat wisata terbaru di Yogyakarta dan paling hits saat ini. Mau foto estetik ala selebgram atau berfoto di atas rooftop berlantai kaca? Bisa! .Terletak di Yogyakarta yang romantis, Heha Sky View adalah tempat wisata yang punya tiga ciri khas. Berdasarkan akun Instagram milik mereka, tiga hal yang menjadi ciri utama Heha Sky View adalah selfie, resto, dan food stalls. Ada banyak penjual makanan kekinian berkonsep kontainer untuk kamu yang suka memanjakan lidah. Dan kalau ingin menambah stok swafoto ada banyak spot Instagrammable yang patut dicoba.",heha sky view adalah salah satu tempat wisata baru di yogyakarta dan paling hits saat ini mau foto estetik ala selebgram atau foto di atas rooftop lantai kaca bisa letak di yogyakarta yang romantis heha sky view adalah tempat wisata yang punya tiga ciri khas dasar akun instagram milik mereka tiga hal yang jadi ciri utama heha sky view adalah selfie resto dan food stalls ada banyak jual makan kini konsep kontainer untuk kamu yang suka manja lidah dan kalau ingin tambah stok swafoto ada banyak spot instagrammable yang patut coba taman hibur taman hibur taman hibur taman hibur taman hibur yogyakarta yogyakarta yogyakarta yogyakarta yogyakarta 
